id_poliza,fecha_emision,tipo_seguro,prima_anual,estado_poliza,region,nombre_cliente
5a3b99df-9c6e-40c2-aeda-6ee8462f8f92,2023-09-10,Hogar,312.59,Cancelada,Norte,Miguel Castro
9e73eca1-8a16-4fea-b0a5-98a972037bb3,2020-06-07,Auto,353.7,Vencida,Este,Carlos López
4fda9d53-7a4c-4aad-bd7b-c97571f197c4,2022-02-14,Salud,382.84,Activa,Sur,Diego Vargas
d135da06-69ed-4d54-8460-d34cf2836b16,2022-08-29,Salud,417.39,Activa,Norte,Sofía Torres
f93becf0-fd9a-405b-b214-48203f16ee14,2021-12-19,Auto,356.29,Activa,Centro,Miguel Castro
3079842a-f275-4021-a84e-b4d5769ff036,2020-08-24,Hogar,412.38,Activa,Oeste,Miguel Castro
49b649ae-6780-4469-be1a-22c8c92cf65f,2023-01-29,Auto,371.12,Activa,Sur,Diego Vargas
9630a2e7-af61-405d-8088-8ef989044edc,2020-09-25,Salud,289.02,Activa,Este,Paula Navarro
24a2afd4-7920-4445-9185-c648a6688dae,2025-02-08,Auto,452.61,Activa,Centro,Juan Perez
de89dc44-33b9-4669-9506-8c2501640291,2024-10-30,Vida,535.92,Vencida,Norte,Miguel Castro
c9e9cc27-6adc-4344-b52f-874997564b97,2022-08-26,Viaje,301.88,Vencida,Centro,Camila Reyes
807cd2eb-8786-4561-8bab-a927e783b72b,2020-05-18,Salud,528.4,Vencida,Este,Pedro Gómez
9f9badd4-e894-4a01-bf0e-3dba51d72f1f,2023-01-30,Auto,381.6,Cancelada,Este,Andrés Silva
ed5d47d7-c947-43ea-9ca0-e85f88ccdaaf,2023-04-22,Vida,527.3,Activa,Centro,Pedro Gómez
b7b42e68-40d1-4058-836b-c402e8f2f8a9,2024-12-16,Salud,387.55,Activa,Sur,Juan Perez
76564510-9495-4638-9a4e-35bfc2da9b96,2020-05-17,Vida,616.59,Activa,Norte,Diego Vargas
c33d7fb7-b781-4de0-b59e-eff4d460b212,2023-11-12,Hogar,429.49,Activa,Sur,Carlos López
e052aab3-ad62-497b-a2ca-8442be3b0367,2023-02-21,Hogar,316.88,Vencida,Oeste,Sofía Torres
6f152a43-d4b1-4f00-b66b-24d3b448d5b5,2020-12-22,Auto,343.82,Cancelada,Sur,Juan Perez
899a2a9e-b7ae-42a9-841e-93ea40731a2e,2020-09-05,Salud,622.42,Activa,Norte,Luis Ramírez
27885879-2626-494d-bdc4-b5e868a748e2,2023-11-15,Viaje,225.18,Activa,Este,Miguel Castro
b3714f2d-1f38-4187-a052-7cfd714c65f2,2021-11-23,Auto,328.56,Activa,Norte,Miguel Castro
4757247d-dcc9-4066-9914-527e3416efc5,2025-07-31,Auto,338.17,Cancelada,Norte,Carlos López
0ae2add7-aa15-47cd-bcce-7ea0931659df,2024-12-27,Auto,522.26,Activa,Norte,Javier Molina
106d5742-5ba9-4d8d-835c-9f07e3993557,2023-02-27,Auto,440.42,Activa,Oeste,Luis Ramírez
dabfd22d-f90f-46fc-bc6a-6a7d61b72d29,2023-08-01,Viaje,152.58,Vencida,Centro,Luis Ramírez
e82518e9-d9ff-43e2-a4fc-10929d118504,2020-11-19,Auto,420.24,Cancelada,Este,Lucía Rojas
1600f2c5-2e29-4541-9963-ea4fc1ee5777,2024-12-27,Auto,330.07,Activa,Sur,Juan Perez
7a47159d-e16b-4598-b5dc-d2d11417c1e6,2022-07-24,Auto,264.8,Activa,Sur,Ana Fernández
6228402c-aa3f-4f58-87f9-81431b9ec7da,2022-11-29,Auto,399.27,Activa,Norte,Pedro Gómez
24e2a5df-4c50-4408-b62c-cdf02e6a282d,2024-11-15,Vida,538.48,Cancelada,Centro,Andrés Silva
89b819c6-b875-4353-bca5-c62d3471068a,2020-01-13,Salud,385.97,Activa,Este,Diego Vargas
59913296-665e-4b48-9986-93a8a9077aeb,2022-10-04,Vida,502.09,Vencida,Norte,Miguel Castro
bb8a93d7-984b-4fc3-b31f-81aa45b8323b,2023-07-01,Auto,319.9,Activa,Sur,Ana Fernández
7355be98-c18f-4fe7-a63c-450ec15f203f,2020-11-20,Salud,467.74,Vencida,Este,Carlos López
3283e855-baa3-4e8f-bd1e-13f070d9955c,2020-05-19,Hogar,368.22,Activa,Oeste,Lucía Rojas
36964a5b-f9d4-4c75-9b09-dcf4b454b85f,2022-12-26,Vida,452.43,Activa,Centro,Javier Molina
6192a9d3-2c9c-4b08-860e-e3102650aba0,2023-01-21,Auto,385.07,Activa,Norte,María García
13430aa7-80c8-4837-8a2c-17a47c82d150,2021-11-04,Auto,383.76,Activa,Oeste,Diego Vargas
32108d9a-36d3-4fa3-bda2-df57769cf03f,2024-12-03,Auto,315.74,Activa,Norte,Javier Molina
e5e23445-3655-4068-857b-16fc6c33d875,2021-09-05,Salud,517.49,Activa,Norte,Javier Molina
0ca53957-76b9-4454-86cb-5b6656f7ed73,2022-11-19,Salud,539.81,Activa,Norte,Andrés Silva
64a69f2c-4c75-4d08-874c-eb4a43ab7eaf,2021-01-15,Auto,438.71,Vencida,Norte,María García
56a96710-2bff-4cc9-b1a9-cab72efa3494,2020-01-23,Auto,340.7,Activa,Norte,Javier Molina
da7f786f-5a02-4a1e-a537-51b8a7189d90,2022-05-18,Vida,613.38,Activa,Norte,Ana Fernández
fad90ac2-c2b2-4bec-a1bf-5e58606f6533,2022-12-10,Auto,405.92,Activa,Oeste,Diego Vargas
586ed9c4-0cf5-4457-a492-1c50c7aba5ad,2024-04-08,Hogar,391.45,Vencida,Sur,Javier Molina
44374aaa-b53c-43ff-a9fb-ce6fbc933bd5,2022-07-04,Salud,484.7,Activa,Sur,Lucía Rojas
6af90a14-69a0-4009-a375-86ebf43a8f1a,2021-07-22,Vida,541.23,Activa,Sur,Andrés Silva
81829af6-d32b-440d-b589-fcd7bc7a6287,2023-05-17,Auto,375.08,Vencida,Centro,Javier Molina
34059c23-c67a-4c69-ae0e-4082b4e93300,2022-02-16,Hogar,389.87,Activa,Sur,Camila Reyes
137868ac-32ff-4e01-b1d6-1ced2f3ac8e0,2021-04-20,Vida,508.89,Activa,Norte,Paula Navarro
ed76b457-c2e9-4e2d-bb8b-add6f79fd19b,2025-01-30,Salud,394.57,Activa,Centro,Camila Reyes
45124e51-5b80-4a43-8390-f6ba44fdd0e4,2022-12-30,Auto,564.52,Activa,Este,Lucía Rojas
1f8d970d-868e-4cd3-9008-4d2af28a38d7,2021-02-12,Auto,263.45,Activa,Sur,Valeria Díaz
3e8141a3-7b7f-408c-b988-4a3a21f691db,2023-09-29,Salud,384.52,Activa,Sur,Carlos López
a969ef26-b719-4cd7-b192-0f9a47bf583c,2024-06-25,Vida,625.72,Activa,Norte,Camila Reyes
6bcb3641-60af-4eb3-94f9-8bca7a3f9c1f,2024-03-26,Auto,302.38,Cancelada,Este,Miguel Castro
8207ea5b-c46e-41da-87fc-4b8d5def3fe8,2023-05-07,Auto,456.19,Activa,Oeste,María García
091e8bfe-b3d5-4922-9b7b-718d36ad7664,2022-11-25,Auto,453.61,Activa,Sur,Andrés Silva
ea2306a4-e2e9-4092-b1bd-52c43d3c9b65,2024-05-03,Salud,551.17,Activa,Centro,Paula Navarro
d9e6c9bd-91b1-4e57-b05f-191cfc854424,2023-12-14,Auto,384.0,Activa,Sur,Valeria Díaz
79fffc36-1c64-490e-b1f5-98dc04406549,2023-03-11,Vida,452.12,Activa,Sur,Javier Molina
1580ce28-5e1e-45d7-8bff-cdb03e5f4c44,2023-09-03,Vida,522.64,Activa,Norte,Carlos López
1acd7a97-f8c4-4575-bbc1-59acca249c66,2020-12-09,Salud,579.91,Activa,Norte,Carlos López
14be37cd-9e5d-4f14-9b1a-9fa48eb70d75,2020-02-10,Auto,268.05,Activa,Sur,Sofía Torres
9ffe0193-5672-4329-b65d-4fa001cf8d3e,2025-03-13,Auto,441.4,Vencida,Centro,Diego Vargas
6ed6d267-2db4-460d-8dc2-70bcf9908056,2025-03-22,Auto,283.52,Activa,Sur,Lucía Rojas
2a77e517-0cc5-401b-bff9-29d649ca30a2,2024-05-25,Auto,394.29,Activa,Este,Andrés Silva
3eebfe3c-38c6-4855-ab36-3f879ca537ef,2022-01-29,Vida,540.12,Activa,Norte,Sofía Torres
b9e5a274-15e9-447d-ad35-26b5d9b14505,2020-11-03,Auto,393.42,Vencida,Norte,Andrés Silva
2730279b-cad7-436e-9f69-6e9c64e05d53,2021-12-29,Viaje,300.49,Activa,Este,Sofía Torres
d01741da-a307-454c-9066-fbff46bfa440,2024-01-20,Vida,517.66,Activa,Este,Paula Navarro
920a6b34-8b93-4063-b035-382c5374f5c5,2021-11-14,Auto,482.57,Activa,Norte,Valeria Díaz
5fb2491a-70ce-454a-abc9-af6b26187173,2024-06-10,Vida,495.82,Activa,Centro,Camila Reyes
142bbb7d-de46-48b3-ae89-ab4e60d6f4d0,2023-10-04,Hogar,365.73,Activa,Este,Javier Molina
9bfc219f-46c7-4a36-a1ea-e9d1d4c5ceea,2023-07-08,Hogar,324.86,Cancelada,Sur,Ana Fernández
04ac201b-b5b4-4a16-875a-cda2747f2fa2,2025-03-11,Viaje,144.22,Activa,Oeste,Ana Fernández
a0aab67f-f51c-4e9a-83bb-fe8605798852,2024-12-26,Hogar,286.48,Activa,Norte,Ana Fernández
b238e8ce-66a5-4102-b4ae-154681d7642d,2023-12-22,Auto,364.24,Activa,Sur,Pedro Gómez
e8ecef8b-e353-4d66-8f71-1d84bf4d6fff,2021-02-10,Auto,376.38,Activa,Este,Javier Molina
c5ba9586-3db9-4b13-8aa5-b0610c2ab56c,2025-03-29,Salud,535.0,Cancelada,Oeste,Luis Ramírez
f747913a-134e-45f9-9248-43bb80002d4b,2021-04-08,Salud,344.69,Activa,Sur,Pedro Gómez
105f74a5-147b-4ea0-8733-f94c4ae354b6,2022-01-29,Auto,362.28,Activa,Oeste,Lucía Rojas
e8124de4-37e2-4332-bb59-71f9436f97c6,2024-08-12,Auto,425.83,Activa,Este,Luis Ramírez
bf44f035-fece-4802-b934-efe73120c816,2021-03-01,Viaje,211.65,Activa,Oeste,Sofía Torres
305865d2-4c42-463d-adff-0026655168e2,2023-07-26,Viaje,128.31,Activa,Centro,Valeria Díaz
e80e2c3f-b9a2-486d-b4d5-b59a1b9ac982,2022-07-22,Auto,433.61,Activa,Oeste,Ana Fernández
9dabf8c2-ca1a-4db8-a3cb-6dd21ab92978,2023-06-26,Auto,430.92,Activa,Sur,María García
b6bdc372-cece-47ad-9251-a783059f7749,2025-05-07,Hogar,290.13,Activa,Este,Sofía Torres
27a34e55-f4db-4e34-99c7-61b99dd0b7b0,2024-07-06,Vida,624.51,Activa,Oeste,Valeria Díaz
a36582a1-bb0f-4266-9c8c-5b5429c606b8,2021-08-26,Salud,444.23,Cancelada,Este,Paula Navarro
7985a338-420d-4691-8584-ec968d6b23cd,2020-04-26,Auto,378.62,Activa,Este,Javier Molina
0e5b1d83-8716-41e1-8ab4-5f80e75b4b27,2025-05-25,Salud,472.04,Activa,Norte,Juan Perez
667b98f2-3cd2-4689-8799-0a79cd7be622,2023-04-08,Auto,472.85,Activa,Oeste,Juan Perez
cf845e26-ddb2-4a94-9c63-89ca65b6e4dc,2020-12-18,Hogar,350.71,Activa,Oeste,Luis Ramírez
d94ac628-83ad-48b4-ba71-4e003ae77afa,2023-07-02,Auto,438.39,Activa,Centro,María García
efe543ad-f9fd-4547-bade-dfccf41766e9,2020-03-27,Vida,537.37,Activa,Oeste,María García
0a992e0f-abc1-44fa-91fc-561e36c8e44e,2021-01-17,Vida,588.05,Cancelada,Oeste,Paula Navarro
1ae7e681-3153-40fa-888c-63d0585dd40a,2023-07-13,Salud,438.75,Activa,Norte,Diego Vargas
2542d739-578a-4e45-8dae-f5c7fb9ad54d,2022-03-31,Auto,472.07,Activa,Oeste,Sofía Torres
5d3a4b5f-fd00-4b10-870f-6405929f961e,2021-10-24,Salud,452.0,Activa,Centro,Pedro Gómez
a74496a8-8001-427e-b357-cccfdca8bac7,2023-08-29,Auto,486.95,Activa,Oeste,Javier Molina
a3767ebf-e9cd-4c4b-a2e2-f1cd77326601,2024-11-01,Hogar,346.86,Vencida,Este,Ana Fernández
6d904c59-fea2-4437-aebf-bf1ece056370,2023-10-15,Auto,397.74,Cancelada,Centro,Sofía Torres
0fa76078-0be5-406a-8b91-61f53fbdb0c6,2022-08-02,Hogar,504.69,Vencida,Norte,Juan Perez
087d7a43-2f81-4bb4-a0a6-003d9213b620,2023-09-05,Salud,548.72,Activa,Norte,Sofía Torres
dc30e2f3-0af4-4e8e-8874-bbce99090013,2023-11-19,Auto,403.67,Activa,Centro,Paula Navarro
134643e8-3006-4876-a193-d3256474e283,2024-04-29,Auto,326.85,Activa,Este,Javier Molina
a0951ced-7e12-4a7a-affa-28694d4f0eac,2021-09-18,Viaje,185.68,Activa,Norte,Valeria Díaz
81de842e-ceee-4dc6-9c45-e607642ad240,2020-08-21,Auto,427.12,Vencida,Sur,Juan Perez
9374b785-b8a7-4cc2-a300-295691d33ac6,2023-10-22,Salud,474.45,Activa,Oeste,María García
e6b5de9d-8bc3-423d-8ec8-5f89e2a1f892,2020-09-03,Auto,399.57,Vencida,Oeste,Pedro Gómez
1149b891-4a0f-4a8c-a945-ae3deba62c38,2022-07-31,Hogar,302.57,Vencida,Norte,Ana Fernández
5062dd2d-9097-4e2d-a18c-ece1f11a74d6,2021-04-15,Salud,480.3,Activa,Sur,Lucía Rojas
3e7f65a9-0026-4308-ba6b-5a11de80a326,2021-11-08,Hogar,366.75,Activa,Oeste,Javier Molina
76f6112f-d323-4ff6-b0e7-05820153bae3,2022-08-17,Hogar,385.77,Activa,Centro,Ana Fernández
da742f44-cd9e-447d-9985-c904ee88c865,2025-01-01,Vida,624.28,Activa,Este,Juan Perez
b6a3954c-c21b-41f2-9602-312d29f68dce,2023-10-19,Auto,426.92,Activa,Este,Ana Fernández
4861beba-39e4-41c1-9497-128b13d999aa,2020-12-15,Auto,309.63,Activa,Sur,Javier Molina
a4be8bcc-399d-4082-bd4a-0eb8ba1e0f9c,2024-11-28,Auto,309.28,Activa,Este,Lucía Rojas
e3176b66-418c-4c1b-ba23-2762ece2cc26,2022-10-17,Auto,463.85,Activa,Norte,Ana Fernández
05e85485-96e7-4b5e-88d5-35eb280c21f6,2021-02-20,Vida,529.71,Activa,Sur,Ana Fernández
de703dc0-126a-4edc-a56c-c2c2d261c527,2022-12-11,Hogar,455.08,Activa,Este,Javier Molina
600a0d50-9981-4c34-b763-3b3171df5470,2021-01-24,Auto,421.49,Activa,Norte,Luis Ramírez
81e7d1b7-7e02-400a-a109-ad98119bfa66,2022-01-18,Auto,276.36,Activa,Sur,Ana Fernández
1f7d6b4f-1b8f-4adc-a152-21ed54ced98a,2024-06-30,Vida,463.05,Cancelada,Centro,Javier Molina
45ebe51d-bb1b-4ff5-aea6-dd4323b26e56,2023-09-04,Hogar,322.49,Activa,Norte,Sofía Torres
59579d89-9a17-49ae-8034-caebc09ea362,2022-09-01,Auto,484.48,Activa,Sur,Pedro Gómez
f859ee8f-24d7-40f8-8d04-b2f4c80c2a6b,2021-04-06,Auto,470.13,Activa,Este,Carlos López
a42fff9e-b0a5-43da-99b6-61c96e1d1e12,2021-07-29,Auto,387.84,Vencida,Norte,Juan Perez
39ead7cb-826a-4701-94b6-b7d6be652574,2025-06-17,Auto,388.38,Activa,Este,Lucía Rojas
f4745d42-137f-4982-a971-cd980f9032b0,2021-11-30,Salud,374.25,Activa,Sur,Ana Fernández
99a9b382-6e7b-4ed9-8e1e-05b7d970aa74,2023-06-10,Salud,396.18,Cancelada,Este,Pedro Gómez
70f7cfc2-e2cc-43c3-8cd8-d6c345eb91b9,2022-10-15,Hogar,427.63,Activa,Oeste,Luis Ramírez
e0f33fc2-83bf-4ea3-941b-47bdb9dff86c,2020-02-17,Hogar,406.45,Activa,Este,Juan Perez
55d61197-2986-4f5e-b2d0-4536251dd970,2025-04-10,Hogar,350.94,Vencida,Norte,Sofía Torres
58a54e85-c39c-4f83-92db-41c9183ec7b6,2020-06-28,Vida,677.09,Activa,Oeste,Javier Molina
e971b3c1-7c7e-48ce-8c95-3c8a71f7954a,2023-09-05,Auto,446.06,Activa,Norte,Camila Reyes
2b36b8c8-f807-4abe-952a-18072328a077,2024-07-11,Auto,412.71,Vencida,Este,Lucía Rojas
2d781b4c-d044-47f7-8251-1117fabb8fb8,2024-03-06,Vida,563.05,Activa,Este,Lucía Rojas
a5a762b6-7bfe-409f-807b-198d7a67fc4b,2024-07-08,Hogar,296.8,Activa,Oeste,Valeria Díaz
d9151834-09b3-4dc9-84d3-33b32d57d398,2024-02-17,Vida,606.66,Activa,Este,Camila Reyes
3f3cc693-445b-4a9a-9459-7fd6c42a0112,2022-06-27,Hogar,389.62,Vencida,Sur,Pedro Gómez
855eb81a-640b-43cd-8b25-d38ebff1f0e7,2025-01-01,Auto,414.44,Activa,Este,Lucía Rojas
e030ce6a-782b-4b94-a0f2-bec995ea01e8,2025-02-03,Auto,332.9,Activa,Este,Andrés Silva
ad97779c-dc65-4742-b352-41a252d73b59,2022-06-09,Salud,559.75,Activa,Oeste,Lucía Rojas
01bb9d7b-3f39-4518-8b51-77797f6d0ccd,2022-09-15,Hogar,259.48,Activa,Norte,Juan Perez
cdcb940f-3595-478a-bae1-04be987ecb3e,2022-09-17,Vida,520.07,Activa,Oeste,Andrés Silva
e527800d-67e1-4e10-8d5d-4ada81ee74ea,2021-07-22,Auto,414.82,Activa,Sur,Paula Navarro
bb8e84d7-6ede-4cf7-bdef-4f930734ed6f,2020-08-22,Auto,387.5,Cancelada,Oeste,María García
fcfd7d9f-e8df-446a-9dfe-9824c2d0ef1f,2021-06-18,Auto,320.61,Activa,Sur,Luis Ramírez
481245b4-9dcd-4845-a272-53e9682f5827,2024-09-17,Vida,649.55,Cancelada,Oeste,Lucía Rojas
1910ebef-d5b3-47b0-b4c5-feb5f998bb88,2023-01-12,Auto,480.01,Vencida,Oeste,Paula Navarro
170c6237-3034-49ad-a35c-c3ff8d793138,2024-09-29,Vida,613.99,Activa,Este,Juan Perez
49e37f8b-0a70-4584-bc56-44018a4a85af,2024-02-28,Vida,569.93,Activa,Este,Andrés Silva
679298ba-c2c4-4746-9c05-9713bad914f9,2021-12-11,Vida,568.59,Activa,Oeste,Valeria Díaz
205f6089-86f8-4cc8-b390-e02f0ff097ab,2021-01-12,Salud,584.28,Activa,Este,Miguel Castro
058a48e1-cd31-4836-80f8-67163ddbf7fc,2023-03-02,Salud,580.52,Vencida,Oeste,Camila Reyes
8f3d24a8-cb3d-4775-8f2b-8cbdfb17fa45,2025-03-23,Auto,406.94,Activa,Oeste,Miguel Castro
bd91f438-fba4-44a5-9b70-ec92aa0c53ec,2024-09-07,Auto,582.68,Activa,Norte,Diego Vargas
12849be1-3481-4767-ac03-a78548d76b0c,2024-04-06,Auto,412.49,Activa,Norte,Valeria Díaz
54af2738-ab69-4a85-93f1-ff45b0bd378d,2024-04-07,Auto,415.13,Activa,Centro,Paula Navarro
a57752aa-5213-4bf3-bcb3-276bb8336e41,2022-12-12,Auto,495.43,Activa,Oeste,Juan Perez
dc759f0d-3cc6-4df4-bbfd-588b987041e7,2020-12-11,Auto,422.29,Vencida,Este,Miguel Castro
07c65c1d-883b-46a1-8a0a-7b6455dc797d,2021-08-05,Auto,404.14,Activa,Norte,Sofía Torres
9ebd3526-eb43-4d2a-8ed2-7ad643430693,2023-03-24,Salud,517.3,Activa,Oeste,Ana Fernández
2f22344c-09a4-4289-8ddf-ac9cc76872ae,2021-10-07,Viaje,226.28,Activa,Oeste,Pedro Gómez
a2cce4ad-4a26-438e-a9da-1d317494266e,2024-05-12,Hogar,215.17,Activa,Centro,Javier Molina
9e361144-2f0c-4348-9158-c48ae79f5ffb,2022-01-30,Hogar,427.7,Activa,Norte,Paula Navarro
acd75e62-a02b-4282-865b-817a44edd33b,2020-08-20,Salud,466.66,Activa,Norte,Diego Vargas
a46a9cda-9928-490d-a9d4-ad3bc3cacb06,2024-05-14,Viaje,150.97,Activa,Este,Ana Fernández
44884367-615f-46b9-bb9a-cdd8b9ff3e7f,2023-11-24,Salud,566.7,Activa,Oeste,María García
252e5c36-cbc7-41a4-b20b-66dbfcff0197,2021-05-31,Vida,561.69,Activa,Centro,Ana Fernández
ee7cd046-9c94-4e3b-a108-cd9eaff3c144,2025-06-23,Salud,496.77,Activa,Sur,Ana Fernández
6e2608cd-e37a-4346-8fa7-21acf2408c4e,2022-04-02,Auto,412.42,Cancelada,Norte,Pedro Gómez
35d53e26-f9fa-4e23-af30-8aba7843a2d8,2023-10-19,Auto,433.46,Cancelada,Norte,Miguel Castro
dff03bbb-b1a9-46f5-bf7f-810e9bf15357,2025-01-30,Auto,393.96,Activa,Oeste,Andrés Silva
eebb7bee-be3c-403a-ab7b-0f77180bd02c,2020-11-14,Auto,328.32,Vencida,Sur,Luis Ramírez
1bddb569-e9ea-42a8-b836-7146c977e49c,2024-11-27,Salud,535.52,Activa,Oeste,Miguel Castro
c310d096-1733-4bf8-a0a6-c7f20d9966cd,2023-12-06,Hogar,346.78,Activa,Sur,Camila Reyes
059ee089-2008-426e-afe7-c10b2407fb01,2020-12-07,Viaje,334.29,Activa,Norte,Camila Reyes
75d338b9-7f25-42f2-8bc1-3ed761ae0b6d,2023-09-16,Auto,265.86,Vencida,Este,Ana Fernández
5c376eaa-0d96-4e26-b3d5-d834a8308b30,2024-11-18,Viaje,279.73,Activa,Sur,Sofía Torres
65a69ec9-0bcd-4727-b738-bcaafd3f8076,2024-06-17,Salud,432.73,Activa,Sur,Paula Navarro
24d40de2-33f0-4405-b097-0d1c0767af6c,2024-03-30,Auto,363.02,Vencida,Centro,Juan Perez
be3014cc-9bbb-4748-bc8b-d419c9d5ed44,2020-11-24,Vida,557.57,Activa,Sur,Ana Fernández
197e75b4-95cb-4668-902b-93a8955d7af2,2021-01-23,Auto,358.71,Activa,Oeste,Sofía Torres
44c7bb40-f8e9-4ff6-b2b0-d3c43ae50dd9,2023-01-21,Auto,393.03,Activa,Norte,Ana Fernández
c43690e8-0a92-4f38-8747-02c6a6cbc64b,2023-03-28,Vida,558.17,Activa,Sur,Sofía Torres
cb00a110-cf3b-435c-b358-e592ca43a68f,2025-04-08,Vida,517.89,Activa,Este,Valeria Díaz
018e034d-3aa2-4b84-8ce6-f845472cfa2f,2022-08-13,Auto,377.66,Vencida,Norte,Luis Ramírez
f3efb76e-d379-49e4-be78-a0a551710871,2021-09-08,Hogar,290.03,Vencida,Sur,Ana Fernández
ce7288e4-a36b-4a03-b154-bb6fe2187034,2021-01-23,Salud,515.45,Activa,Oeste,Ana Fernández
6a5295c2-9160-462f-943c-1bbbe6800485,2020-04-20,Auto,347.72,Activa,Norte,Ana Fernández
20ce4a36-d204-46ec-bda9-3d54f0b7b226,2020-05-19,Salud,549.34,Activa,Norte,Pedro Gómez
e1aef693-e292-4ffe-a7e3-90da95134f06,2023-03-16,Vida,649.43,Activa,Sur,Andrés Silva
656d7b0e-9a5a-4c9d-875f-285fc81918fa,2020-12-25,Vida,566.7,Activa,Oeste,Javier Molina
0488342c-efe4-4dfe-8dc5-33569afd327f,2024-10-02,Hogar,386.61,Activa,Oeste,Pedro Gómez
bba465ae-16c9-4dc1-b05f-9bb1d010d93c,2023-05-01,Auto,427.88,Activa,Oeste,Andrés Silva
b4a649ee-1cf4-4789-b904-e6d1da5df47a,2024-10-29,Vida,466.48,Activa,Sur,Camila Reyes
768c5e3d-18d5-4897-83bd-aab17f1515fc,2022-05-21,Salud,522.98,Activa,Norte,Valeria Díaz
110be625-c39c-4f86-a3ef-903983a2d682,2023-04-29,Salud,517.34,Activa,Norte,Juan Perez
e4709656-024d-46aa-8585-386f6371b0b2,2022-12-07,Auto,506.32,Activa,Este,Andrés Silva
ca6fe6e8-1d08-4ccf-808b-876b4c4130ef,2025-07-04,Salud,509.27,Activa,Oeste,Lucía Rojas
61f9688a-4790-48a4-895b-b1044b3b3392,2024-06-12,Viaje,283.51,Vencida,Sur,Ana Fernández
06ca5171-f87a-4a79-813b-67a8503e428f,2023-04-29,Salud,505.75,Activa,Este,Andrés Silva
028c64c5-ff7d-4a8a-b6ca-c649698488cd,2023-05-21,Hogar,336.96,Activa,Norte,Ana Fernández
b6b2daa3-628b-48c4-bf5f-7f3a290288b2,2021-05-22,Auto,308.89,Activa,Sur,Juan Perez
307ddc0e-cd86-478c-b70f-d84a0fc6dd98,2024-02-07,Auto,430.49,Activa,Oeste,Pedro Gómez
9682489a-503d-47b7-a5b1-221d24dc45c4,2025-06-26,Auto,457.62,Activa,Oeste,Andrés Silva
1d42b4db-f860-4c1a-bdea-446e246e96ff,2020-09-20,Salud,498.66,Activa,Norte,Camila Reyes
dd9bff9c-4e79-4b1b-822c-105ff064976e,2023-07-23,Viaje,177.62,Activa,Centro,Juan Perez
3baef411-777b-45dd-90a9-e7e898a25dab,2022-11-21,Hogar,451.92,Vencida,Norte,Diego Vargas
835f19df-c41a-4d39-a88a-677287df727d,2024-09-29,Auto,365.52,Vencida,Centro,Javier Molina
6f073ba2-2a3a-49d2-a411-907b93f4534d,2020-01-01,Salud,410.89,Activa,Este,Pedro Gómez
926be6a3-b0a4-48bc-b471-38278681d741,2020-10-05,Viaje,205.1,Activa,Sur,Camila Reyes
b448363c-f238-45ea-b5e2-0ede7e1d6398,2020-03-16,Auto,384.66,Activa,Sur,Luis Ramírez
ce80a1ac-38c0-43ed-aaff-0d0d0c8e5c9b,2020-11-28,Salud,426.27,Activa,Centro,Juan Perez
9deb342d-3795-4170-87cf-49e6c77fd516,2023-12-14,Hogar,362.01,Vencida,Norte,Camila Reyes
4e0976cf-533a-42b9-b0b2-97e86595eef5,2020-10-11,Hogar,248.29,Activa,Este,Carlos López
a42eed08-9b1c-4f9d-88b7-3b99a7ab1c06,2023-06-22,Auto,405.43,Vencida,Sur,Javier Molina
643b60fb-37da-4627-b797-978865943b0c,2024-11-05,Auto,329.01,Activa,Centro,Carlos López
6367499c-9243-46da-b50e-b0e5f8f0b2f1,2020-03-11,Salud,481.09,Activa,Norte,Juan Perez
2da65dcf-9918-42c6-b14c-51086f1c4492,2020-02-24,Viaje,179.4,Activa,Este,Javier Molina
