id_poliza,fecha_emision,tipo_seguro,prima_anual,estado_poliza,region,nombre_cliente
a8bedf24-a3ed-49c5-9b85-a207544599d5,2022-02-02,Auto,377.98,Activa,Oeste,Camila Reyes
982623a1-5560-4cc6-8993-8e02a067aa4e,2025-04-22,Auto,403.12,Activa,Norte,Andrés Silva
c5b1ef75-ba8c-4916-b8d7-dd9ba8900a08,2024-02-01,Auto,369.79,Cancelada,Sur,Lucía Rojas
b7b65d8a-f570-4381-b670-af6c2c91c36e,2023-05-05,Salud,468.06,Activa,Este,Diego Vargas
ff7c1ab1-5768-40b4-b82f-01513a037b22,2020-11-14,Vida,483.81,Activa,Sur,Carlos López
dc814ebf-54db-42c8-b0e4-260691e0623f,2020-11-14,Hogar,316.01,Activa,Oeste,María García
8261bdb9-b05d-4ca6-a70a-19a16182bffc,2020-04-28,Auto,374.12,Vencida,Centro,María García
0cc6c7c8-8ed0-4c7c-ac6b-346582ece1d8,2024-11-01,Salud,405.27,Activa,Norte,Javier Molina
9aa9003f-3e0b-4ec4-ab58-8656d02d6355,2023-05-10,Salud,376.94,Activa,Oeste,Sofía Torres
0f3099db-e2bc-44b9-9945-f7b3b2fc54bb,2023-12-14,Salud,509.88,Activa,Norte,María García
ef263dce-92a5-448e-b056-1a6b087295ca,2020-02-11,Hogar,339.38,Activa,Sur,Andrés Silva
06cf4e8b-85ba-467d-8f8a-fff1e7276238,2025-05-31,Salud,556.76,Vencida,Norte,Javier Molina
e58bfffe-c81e-4465-a249-396d3af1a1ad,2024-08-24,Hogar,352.17,Cancelada,Norte,Ana Fernández
81248432-e8f1-4929-bc72-5027e9e8a742,2021-03-08,Auto,308.38,Activa,Sur,Pedro Gómez
3099e5ce-b03b-4c3a-85e8-2d3f342d6302,2021-01-05,Vida,406.12,Activa,Sur,Valeria Díaz
06d24bad-02fb-45d9-83fb-67ef8538613d,2021-01-08,Auto,338.59,Vencida,Centro,Carlos López
7f0ac54e-f827-4272-a95a-ff0a5b3655e3,2021-09-12,Auto,437.35,Activa,Oeste,Juan Perez
cf6517dc-4a2e-4330-a6da-970c6a34aa55,2022-12-05,Auto,478.49,Activa,Centro,María García
7ece5bc9-1569-478d-856f-ec55385636e0,2022-05-30,Auto,403.25,Activa,Este,Valeria Díaz
191fe5b5-a7c5-4d8c-b7b5-21557347659b,2021-08-16,Auto,347.18,Activa,Norte,Diego Vargas
242d5b86-a565-4383-9251-619d7f1f9ab3,2023-06-01,Auto,327.2,Cancelada,Sur,Valeria Díaz
cd39ea16-a578-49da-b37f-3136125fa214,2020-10-11,Auto,329.08,Activa,Sur,Miguel Castro
7ae6c5a8-405f-4fa4-bb5b-ca49f8adc78c,2021-08-18,Hogar,308.14,Activa,Sur,Pedro Gómez
78778f2a-022a-4f52-9946-0ad7a08ec0e5,2022-01-17,Auto,467.25,Activa,Este,Pedro Gómez
163ab527-448d-4507-9796-c23f888769a6,2022-07-18,Salud,551.93,Vencida,Este,Ana Fernández
54830e1a-35a4-4996-b545-eb04a4f7fe5f,2024-05-19,Auto,369.66,Activa,Sur,Javier Molina
d591a079-ad24-49fd-a48d-9dc766434c5a,2021-02-11,Hogar,378.48,Activa,Norte,Lucía Rojas
3f9a9b24-0172-4f0e-a08f-49e375d47a66,2022-11-14,Hogar,319.65,Vencida,Norte,Juan Perez
e76ac293-e111-4b64-ab7e-9a2d5dda56b2,2023-04-22,Salud,401.41,Activa,Norte,Andrés Silva
9f6a556a-6efd-4ba6-ad20-94d0dd88eeb8,2020-04-04,Salud,611.3,Activa,Norte,Andrés Silva
fe1a82b7-994c-4664-859a-600cdb7c4cda,2023-05-23,Auto,272.65,Activa,Oeste,Paula Navarro
